70 20 5078 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
83 20 3603 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 
147 20 6221 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
178 20 3212 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
221 20 9991 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 
242 20 1956 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
261 20 6472 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 
273 20 3070 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
317 20 1987 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
333 20 3796 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 
351 20 3661 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
370 20 3615 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
386 20 2355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
389 20 2580 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
426 20 6962 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 
496 20 4851 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 
497 20 6409 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
530 20 6722 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 0 
541 20 4467 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
589 20 2839 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
592 20 4145 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 
598 20 2082 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
634 20 6872 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
665 20 7237 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 
673 20 3209 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
676 20 4765 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
689 20 5740 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
723 20 4514 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 
754 20 4186 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
775 20 5189 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 
782 20 5670 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
796 20 4856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
810 20 3627 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
857 20 3815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
881 20 7139 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
908 20 7337 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 
913 20 5435 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
924 20 4383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
972 20 9674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
974 20 5985 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 
983 20 7104 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
1000 20 2427 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1054 20 1741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 
1070 20 4634 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1087 20 4549 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1107 20 6366 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 
1151 20 7930 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 0 
1177 20 2296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1202 20 2632 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 
1215 20 4900 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
1216 20 5106 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 
1221 20 5187 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1285 20 3284 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
1317 20 9066 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 
1323 20 4883 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1345 20 20503 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 
1362 20 5372 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 
1410 20 4500 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 
1418 20 4453 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 
1421 20 6064 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 
1479 20 4134 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1516 20 4226 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
1542 20 5743 0 1 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 
1587 20 1745 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1608 20 1762 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
1629 20 7127 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 
1651 20 4839 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 
1674 20 1332 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1689 20 2097 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
1708 20 8460 0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 
1742 20 4853 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 
1772 20 3155 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1836 20 3865 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 
